Funct	Description
6.3.2.39	aerobactin synthase; iucC (gene name)
6.3.2.4	D-alanine---D-alanine ligase; MurE synthetase [ambiguous]; alanine:alanine ligase (ADP-forming); alanylalanine synthetase
6.3.2.40	cyclopeptine synthase
6.3.2.41	N-acetylaspartylglutamate synthase; N-acetylaspartylglutamate synthetase; NAAG synthetase; NAAGS; RIMKLA (gene name) (ambiguous); RIMKLB (gene name) (ambiguous)
6.3.2.42	N-acetylaspartylglutamylglutamate synthase; N-acetylaspartylglutamylglutamate synthetase; NAAG(2) synthase; NAAG synthetase II; NAAGS-II; RIMKLA (gene name) (ambiguous)
6.3.2.43	[amino-group carrier protein]---L-2-aminoadipate ligase; alpha-aminoadipate-lysW ligase; lysX (gene name); LysX (ambiguous); AAA---LysW ligase; [lysine-biosynthesis-protein LysW]-C-terminal-L-glutamate:L-2-aminoadipate ligase (ADP-forming); [lysine-biosynthesis-protein LysW]---L-2-aminoadipate ligase
6.3.2.44	pantoate---beta-alanine ligase (ADP-forming); pantothenate synthetase (ambiguous); pantoate---beta-alanine ligase (ambiguous)
6.3.2.45	UDP-N-acetylmuramate---L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate ligase; murein peptide ligase; Mpl; yjfG (gene name); UDP-MurNAc:L-Ala-gamma-D-Glu-meso-A2pm ligase; UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
6.3.2.46	fumarate---(S)-2,3-diaminopropanoate ligase; DdaG; fumarate:(S)-2,3-diaminopropanoate ligase (AMP-forming)
6.3.2.47	dapdiamide synthase; DdaF; dapdiamide A synthase
6.3.2.48	L-arginine-specific L-amino acid ligase; RizA; L-amino acid ligase RizA
6.3.2.49	L-alanine---L-anticapsin ligase; BacD; alanine-anticapsin ligase; L-Ala-L-anticapsin ligase; ywfE (gene name)
6.3.2.5	phosphopantothenate---cysteine ligase (CTP); phosphopantothenoylcysteine synthetase (ambiguous); phosphopantothenate---cysteine ligase (ambiguous)
6.3.2.50	tenuazonic acid synthetase; TAS1 (gene name)
6.3.2.51	phosphopantothenate---cysteine ligase (ATP); phosphopantothenoylcysteine synthetase (ambiguous); PPCS (gene name)
6.3.2.52	jasmonoyl---L-amino acid ligase; JAR1 (gene name); JAR4 (gene name); JAR6 (gene name); jasmonoyl---L-amino acid synthetase
6.3.2.53	UDP-N-acetylmuramoyl-L-alanine---L-glutamate ligase; murD2 (gene name); UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate synthetase; UDP-MurNAc-L-Ala-L-Glu synthetase
6.3.2.54	L-2,3-diaminopropanoate---citrate ligase; sbnE (gene name); 2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate synthtase
6.3.2.55	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase; sbnF (gene name)
6.3.2.56	staphyloferrin B synthase; sbnC (gene name)
6.3.2.57	staphyloferrin A synthase; sfnaB (gene name)
6.3.2.58	D-ornithine---citrate ligase; sfnaD (gene name)
6.3.2.59	3-methyl-D-ornithine---L-lysine ligase; N6-[(2R,3R)-3-methylornithyl]-L-lysine synthase; 3-methylornithine---L-lysine ligase; pylC (gene name)
6.3.2.6	phosphoribosylaminoimidazolesuccinocarboxamide synthase; phosphoribosylaminoimidazole-succinocarboxamide synthetase; PurC; SAICAR synthetase; 4-(N-succinocarboxamide)-5-aminoimidazole synthetase; 4-[(N-succinylamino)carbonyl]-5-aminoimidazole ribonucleotide synthetase; SAICARs; phosphoribosylaminoimidazolesuccinocarboxamide synthetase; 5-aminoimidazole-4-N-succinocarboxamide ribonucleotide synthetase
6.3.2.60	glutamate---[amino group carrier protein] ligase; argX (gene name)
6.3.2.61	tubulin-glutamate ligase; alpha-tubulin-glutamate ligase; tubulin polyglutamylase; TTLL1 (ambiguous); TTLL5 (ambiguous); TTLL6 (ambiguous)
6.3.2.62	beta-tubulin-glutamate ligase; beta-tubulin polyglutamylase; TTLL4 (ambiguous); TTLL7 (ambiguous)
6.3.2.7	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate---L-lysine ligase; MurE synthetase; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine synthetase; uridine diphospho-N-acetylmuramoylalanyl-D-glutamyllysine synthetase; UPD-MurNAc-L-Ala-D-Glu:L-Lys ligase; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:L-lysine gamma-ligase (ADP-forming)
6.3.2.8	UDP-N-acetylmuramate---L-alanine ligase; MurC synthetase; UDP-N-acetylmuramoyl-L-alanine synthetase; uridine diphospho-N-acetylmuramoylalanine synthetase; UDP-N-acetylmuramoylalanine synthetase; L-alanine-adding enzyme; UDP-acetylmuramyl-L-alanine synthetase; UDPMurNAc-L-alanine synthetase; L-Ala ligase; uridine diphosphate N-acetylmuramate:L-alanine ligase; uridine 5'-diphosphate-N-acetylmuramyl-L-alanine synthetase; uridine-diphosphate-N-acetylmuramate:L-alanine ligase; UDP-MurNAc:L-alanine ligase; alanine-adding enzyme; UDP-N-acetylmuramyl:L-alanine ligase; UDP-N-acetylmuramate:L-alanine ligase (ADP-forming)
6.3.2.9	UDP-N-acetylmuramoyl-L-alanine---D-glutamate ligase; MurD synthetase; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase; uridine diphospho-N-acetylmuramoylalanyl-D-glutamate synthetase; D-glutamate-adding enzyme; D-glutamate ligase; UDP-Mur-NAC-L-Ala:D-Glu ligase; UDP-N-acetylmuramoyl-L-alanine:glutamate ligase (ADP-forming); UDP-N-acetylmuramoylalanine---D-glutamate ligase; UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase (ADP-forming)
6.3.3.-	Ligases; Forming carbon-nitrogen bonds; Cyclo-ligases
6.3.3.1	phosphoribosylformylglycinamidine cyclo-ligase; phosphoribosylaminoimidazole synthetase; AIR synthetase; 5'-aminoimidazole ribonucleotide synthetase; 2-(formamido)-1-N-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)
6.3.3.2	5-formyltetrahydrofolate cyclo-ligase; 5,10-methenyltetrahydrofolate synthetase; formyltetrahydrofolic cyclodehydrase; 5-formyltetrahydrofolate cyclodehydrase
6.3.3.3	dethiobiotin synthase; desthiobiotin synthase
6.3.3.4	(carboxyethyl)arginine beta-lactam-synthase; L-2-N-(2-carboxyethyl)arginine cyclo-ligase (AMP-forming)
6.3.3.5	O-ureido-D-serine cyclo-ligase; dcsG (gene name)
6.3.3.6	carbapenam-3-carboxylate synthase; CarA (ambiguous); CPS (ambiguous); carbapenam-3-carboxylate ligase; 6-methyl-(2S,5S)-5-carboxymethylproline cyclo-ligase (AMP-forming)
6.3.3.7	Ni-sirohydrochlorin a,c-diamide reductive cyclase; cfbC (gene name); cfbD (gene name)
6.3.4.-	Ligases; Forming carbon-nitrogen bonds; Other carbon--nitrogen ligases
6.3.4.1	Transferred to 6.3.5.2
6.3.4.10	biotin---[propionyl-CoA-carboxylase (ATP-hydrolysing)] ligase; biotin-[propionyl-CoA-carboxylase (ATP-hydrolysing)] synthetase; biotin-propionyl coenzyme A carboxylase synthetase; propionyl coenzyme A holocarboxylase synthetase
6.3.4.11	biotin---[methylcrotonoyl-CoA-carboxylase] ligase; biotin-[methylcrotonoyl-CoA-carboxylase] synthetase; biotin-beta-methylcrotonyl coenzyme A carboxylase synthetase; beta-methylcrotonyl coenzyme A holocarboxylase synthetase; holocarboxylase-synthetase
6.3.4.12	glutamate---methylamine ligase; gamma-glutamylmethylamide synthetase
6.3.4.13	phosphoribosylamine---glycine ligase; phosphoribosylglycinamide synthetase; glycinamide ribonucleotide synthetase; phosphoribosylglycineamide synthetase; glycineamide ribonucleotide synthetase; 2-amino-N-ribosylacetamide 5'-phosphate kinosynthase; 5'-phosphoribosylglycinamide synthetase; GAR
6.3.4.14	biotin carboxylase; accC (gene name); biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)
6.3.4.15	biotin---[biotin carboxyl-carrier protein] ligase; birA (gene name); HLCS (gene name); HCS1 (gene name); biotin-[acetyl-CoA carboxylase] synthetase; biotin-[acetyl coenzyme A carboxylase] synthetase; acetyl coenzyme A holocarboxylase synthetase; acetyl CoA holocarboxylase synthetase; biotin:apocarboxylase ligase; Biotin holoenzyme synthetase; biotin:apo-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)] ligase (AMP-forming); biotin---[acetyl-CoA-carboxylase] ligase
6.3.4.16	carbamoyl-phosphate synthase (ammonia); carbon-dioxide---ammonia ligase; carbamoylphosphate synthase; carbamylphosphate synthetase; carbamoylphosphate synthase (ammonia); carbamoylphosphate synthetase; carbamylphosphate synthetase I; CPSI (gene name); carbon-dioxide:ammonia ligase (ADP-forming, carbamate-phosphorylating)
6.3.4.17	formate---dihydrofolate ligase; formyltransferase, dihydrofolate; dihydrofolate formyltransferase; formyl dihydrofolate synthase
6.3.4.18	5-(carboxyamino)imidazole ribonucleotide synthase; N5-CAIR synthetase; N5-carboxyaminoimidazole ribonucleotide synthetase; PurK
6.3.4.19	tRNAIle-lysidine synthase; TilS; mesJ (gene name); yacA (gene name); isoleucine-specific transfer ribonucleate lysidine synthetase; tRNAIle-lysidine synthetase
6.3.4.2	CTP synthase (glutamine hydrolysing); UTP---ammonia ligase; cytidine triphosphate synthetase; uridine triphosphate aminase; cytidine 5'-triphosphate synthetase; CTPS (gene name); pyrG (gene name); CTP synthase; UTP:ammonia ligase (ADP-forming)
6.3.4.20	7-cyano-7-deazaguanine synthase; preQ0 synthase; 7-cyano-7-carbaguanine synthase; queC (gene name)
6.3.4.21	nicotinate phosphoribosyltransferase; niacin ribonucleotidase; nicotinic acid mononucleotide glycohydrolase; nicotinic acid mononucleotide pyrophosphorylase; nicotinic acid phosphoribosyltransferase; nicotinate-nucleotide:diphosphate phospho-alpha-D-ribosyltransferase
6.3.4.22	tRNAIle2-agmatinylcytidine synthase; TiaS; AF2259; tRNAIle-2-agmatinylcytidine synthetase; tRNAIle-agm2C synthetase; tRNAIle-agmatidine synthetase
6.3.4.23	formate---phosphoribosylaminoimidazolecarboxamide ligase; 5-formaminoimidazole-4-carboxamide ribonucleotide synthetase; 5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate synthetase; purP (gene name)
6.3.4.24	tyramine---L-glutamate ligase; mfnD (gene name)
6.3.4.25	2-amino-2'-deoxyadenylo-succinate synthase; purZ (gene name)
6.3.4.3	formate---tetrahydrofolate ligase; formyltetrahydrofolate synthetase; 10-formyltetrahydrofolate synthetase; tetrahydrofolic formylase; tetrahydrofolate formylase
6.3.4.4	adenylosuccinate synthase; IMP---aspartate ligase; adenylosuccinate synthetase; succinoadenylic kinosynthetase; succino-AMP synthetase
6.3.4.5	argininosuccinate synthase; citrulline---aspartate ligase; argininosuccinate synthetase; arginine succinate synthetase; argininosuccinic acid synthetase; arginosuccinate synthetase
6.3.4.6	urea carboxylase; urease (ATP-hydrolysing); urea carboxylase (hydrolysing); ATP---urea amidolyase; urea amidolyase; UALase; UCA
6.3.4.7	ribose-5-phosphate---ammonia ligase; 5-phosphoribosylamine synthetase; ribose 5-phosphate aminotransferase; ammonia-ribose 5-phosphate aminotransferase
6.3.4.8	imidazoleacetate---phosphoribosyldiphosphate ligase; 5-phosphoribosylimidazoleacetate synthetase
6.3.4.9	biotin---[methylmalonyl-CoA-carboxytransferase] ligase; biotin-[methylmalonyl-CoA-carboxyltransferase] synthetase; biotin-methylmalonyl coenzyme A carboxyltransferase synthetase; biotin-transcarboxylase synthetase; methylmalonyl coenzyme A holotranscarboxylase synthetase; biotin---[methylmalonyl-CoA-carboxyltransferase] ligase; biotin:apo[methylmalonyl-CoA:pyruvate carboxyltransferase] ligase (AMP-forming)
6.3.5.-	Ligases; Forming carbon-nitrogen bonds; Carbon--nitrogen ligases with glutamine as amido-N-donor
6.3.5.1	NAD+ synthase (glutamine-hydrolysing); NAD synthetase (glutamine-hydrolysing); nicotinamide adenine dinucleotide synthetase (glutamine); desamidonicotinamide adenine dinucleotide amidotransferase; DPN synthetase
6.3.5.10	adenosylcobyric acid synthase (glutamine-hydrolysing); CobQ; cobyric acid synthase; 5'-deoxy-5'-adenosylcobyrinic-acid-a,c-diamide:L-glutamine amido-ligase; Ado-cobyric acid synthase [glutamine hydrolyzing]
6.3.5.11	cobyrinate a,c-diamide synthase; cobyrinic acid a,c-diamide synthetase; CbiA
6.3.5.12	Ni-sirohydrochlorin a,c-diamide synthase; cfbB (gene name)
6.3.5.13	lipid II isoglutaminyl synthase (glutamine-hydrolysing); MurT/GatD; MurT/GatD complex
6.3.5.2	GMP synthase (glutamine-hydrolysing); GMP synthetase (glutamine-hydrolysing); guanylate synthetase (glutamine-hydrolyzing); guanosine monophosphate synthetase (glutamine-hydrolyzing); xanthosine 5'-phosphate amidotransferase; guanosine 5'-monophosphate synthetase
6.3.5.3	phosphoribosylformylglycinamidine synthase; phosphoribosylformylglycinamidine synthetase; formylglycinamide ribonucleotide amidotransferase; phosphoribosylformylglycineamidine synthetase; FGAM synthetase; FGAR amidotransferase; 5'-phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming); 2-N-formyl-1-N-(5-phospho-D-ribosyl)glycinamide:L-glutamine amido-ligase (ADP-forming)
6.3.5.4	asparagine synthase (glutamine-hydrolysing); asparagine synthetase (glutamine-hydrolysing); glutamine-dependent asparagine synthetase; asparagine synthetase B; AS; AS-B
6.3.5.5	carbamoyl-phosphate synthase (glutamine-hydrolysing); carbamoyl-phosphate synthetase (glutamine-hydrolysing); carbamyl phosphate synthetase (glutamine); carbamoylphosphate synthetase II; glutamine-dependent carbamyl phosphate synthetase; carbamoyl phosphate synthetase; CPS; carbon-dioxide:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating); carA (gene name); carB (gene name); CAD (gene name); hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)
6.3.5.6	asparaginyl-tRNA synthase (glutamine-hydrolysing); Asp-AdT; Asp-tRNAAsn amidotransferase; aspartyl-tRNAAsn amidotransferase; Asn-tRNAAsn:L-glutamine amido-ligase (ADP-forming); aspartyl-tRNAAsn:L-glutamine amido-ligase (ADP-forming); GatCAB
6.3.5.7	glutaminyl-tRNA synthase (glutamine-hydrolysing); Glu-AdT; Glu-tRNAGln amidotransferase; glutamyl-tRNAGln amidotransferase; Glu-tRNAGln:L-glutamine amido-ligase (ADP-forming); GatCAB; GatFAB; GatDE
6.3.5.8	Transferred to 2.6.1.85
6.3.5.9	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing); CobB
6.4.-.-	Ligases; Forming carbon-carbon bonds
6.4.1.-	Ligases; Forming carbon-carbon bonds; Forming carbon-carbon bonds
6.4.1.1	pyruvate carboxylase; pyruvic carboxylase
6.4.1.2	acetyl-CoA carboxylase; HFA1 (gene name); ACC1 (gene name); acetyl coenzyme A carboxylase; acetyl-CoA:carbon-dioxide ligase (ADP-forming)
6.4.1.3	propionyl-CoA carboxylase; propionyl coenzyme A carboxylase
6.4.1.4	methylcrotonoyl-CoA carboxylase; methylcrotonyl coenzyme A carboxylase; beta-methylcrotonyl coenzyme A carboxylase; beta-methylcrotonyl CoA carboxylase; methylcrotonyl-CoA carboxylase
6.4.1.5	geranoyl-CoA carboxylase; geranoyl coenzyme A carboxylase; geranyl-CoA carboxylase
6.4.1.6	acetone carboxylase
6.4.1.7	2-oxoglutarate carboxylase; oxalosuccinate synthetase; carboxylating factor for ICDH (incorrect); CFI; OGC
6.4.1.8	acetophenone carboxylase
6.4.1.9	coenzyme F430 synthetase; cfbE (gene name)
6.5.-.-	Ligases; Forming phosphoric ester bonds
6.5.1.-	Ligases; Forming phosphoric ester bonds; Forming phosphoric ester bonds
6.5.1.1	DNA ligase (ATP); polydeoxyribonucleotide synthase (ATP); polynucleotide ligase (ambiguous); sealase; DNA repair enzyme (ambiguous); DNA joinase (ambiguous); DNA ligase (ambiguous); deoxyribonucleic ligase (ambiguous); deoxyribonucleate ligase (ambiguous); DNA-joining enzyme (ambiguous); deoxyribonucleic-joining enzyme (ambiguous); deoxyribonucleic acid-joining enzyme (ambiguous); deoxyribonucleic repair enzyme (ambiguous); deoxyribonucleic joinase (ambiguous); deoxyribonucleic acid ligase (ambiguous); deoxyribonucleic acid joinase (ambiguous); deoxyribonucleic acid repair enzyme (ambiguous); poly(deoxyribonucleotide):poly(deoxyribonucleotide) ligase (AMP-forming)
6.5.1.2	DNA ligase (NAD+); polydeoxyribonucleotide synthase (NAD+); polynucleotide ligase (NAD+); DNA repair enzyme (ambiguous); DNA joinase (ambiguous); polynucleotide synthetase (nicotinamide adenine dinucleotide); deoxyribonucleic-joining enzyme (ambiguous); deoxyribonucleic ligase (ambiguous); deoxyribonucleic repair enzyme (ambiguous); deoxyribonucleic joinase (ambiguous); DNA ligase (ambiguous); deoxyribonucleate ligase (ambiguous); polynucleotide ligase (ambiguous); deoxyribonucleic acid ligase (ambiguous); polynucleotide synthetase (ambiguous); deoxyribonucleic acid joinase (ambiguous); DNA-joining enzyme (ambiguous); polynucleotide ligase (nicotinamide adenine dinucleotide); poly(deoxyribonucleotide):poly(deoxyribonucleotide) ligase (AMP-forming, NMN-forming)
6.5.1.3	RNA ligase (ATP); polyribonucleotide synthase (ATP); RNA ligase; polyribonucleotide ligase; ribonucleic ligase; poly(ribonucleotide):poly(ribonucleotide) ligase (AMP-forming)
6.5.1.4	RNA 3'-terminal-phosphate cyclase (ATP); rtcA (gene name); RNA cyclase (ambiguous); RNA-3'-phosphate cyclase (ambiguous)
6.5.1.5	RNA 3'-terminal-phosphate cyclase (GTP); Pf-Rtc; RNA-3'-phosphate cyclase (GTP)
6.5.1.6	DNA ligase (ATP or NAD+)
6.5.1.7	DNA ligase (ATP, ADP or GTP); poly(deoxyribonucleotide):poly(deoxyribonucleotide) ligase (ATP, ADP or GTP)
6.5.1.8	3'-phosphate/5'-hydroxy nucleic acid ligase; rtcB (gene name)
6.5.1.9	cyclic 2,3-diphosphoglycerate synthase; cpgS (gene name)
6.6.-.-	Ligases; Forming nitrogen-metal bonds
6.6.1.-	Ligases; Forming nitrogen-metal bonds; Forming coordination complexes
6.6.1.1	magnesium chelatase; protoporphyrin IX magnesium-chelatase; protoporphyrin IX Mg-chelatase; magnesium-protoporphyrin IX chelatase; magnesium-protoporphyrin chelatase; magnesium-chelatase; Mg-chelatase; Mg-protoporphyrin IX magnesio-lyase
6.6.1.2	cobaltochelatase; hydrogenobyrinic acid a,c-diamide cobaltochelatase; CobNST; CobNCobST; hydrogenobyrinic-acid-a,c-diamide:cobalt cobalt-ligase (ADP-forming)
6.7.-.-	Ligases; Forming nitrogen-nitrogen bonds
6.7.1.-	Ligases; Forming nitrogen-nitrogen bonds; Forming diazo bonds
6.7.1.1	3-amino-2-hydroxy-4-methoxybenzoate diazotase; creM (gene name)
7.-.-.-	Translocases
7.1.-.-	Translocases; Catalysing the translocation of hydrons
7.1.1.-	Translocases; Catalysing the translocation of hydrons; Hydron translocation or charge separation linked to oxidoreductase reactions
7.1.1.1	proton-translocating NAD(P)+ transhydrogenase; pntA (gene name); pntB (gene name); NNT (gene name)
7.1.1.10	ferredoxin---quinone oxidoreductase (H+-translocating); NDH-1L complex; NDH-1L' complex; NDH11 complex; NDH12 complex
7.1.1.11	ferredoxin---NAD+ oxidoreductase (H+-transporting); Rnf complex (ambiguous); H+-translocating ferredoxin:NAD+ oxidoreductase
7.1.1.12	succinate dehydrogenase (electrogenic, proton-motive force generating)
7.1.1.2	NADH:ubiquinone reductase (H+-translocating); ubiquinone reductase (ambiguous); type 1 dehydrogenase; complex 1 dehydrogenase; coenzyme Q reductase (ambiguous); complex I (electron transport chain); complex I (mitochondrial electron transport); complex I (NADH:Q1 oxidoreductase); dihydronicotinamide adenine dinucleotide-coenzyme Q reductase (ambiguous); DPNH-coenzyme Q reductase (ambiguous); DPNH-ubiquinone reductase (ambiguous); mitochondrial electron transport complex 1; mitochondrial electron transport complex I; NADH coenzyme Q1 reductase; NADH-coenzyme Q oxidoreductase (ambiguous); NADH-coenzyme Q reductase (ambiguous); NADH-CoQ oxidoreductase (ambiguous); NADH-dehydrogenase (ubiquinone) (ambiguous); NADH-CoQ reductase (ambiguous); NADH-ubiquinone reductase (ambiguous); NADH-ubiquinone oxidoreductase (ambiguous); NADH-ubiquinone-1 reductase; reduced nicotinamide adenine dinucleotide-coenzyme Q reductase (ambiguous); NADH:ubiquinone oxidoreductase complex; NADH-Q6 oxidoreductase (ambiguous); electron transfer complex I; NADH2 dehydrogenase (ubiquinone)
7.1.1.3	ubiquinol oxidase (H+-transporting); cyoABCD (gene names); cytochrome bo3 oxidase; cytochrome bb3 oxidase; cytochrome bo oxidase; ubiquinol:O2 oxidoreductase (H+-transporting)
7.1.1.4	caldariellaquinol oxidase (H+-transporting); SoxABCD quinol oxidase; SoxABCD complex; quinol oxidase SoxABCD; SoxM supercomplex; aa3-type quinol oxidase; aa3 quinol oxidase; cytochrome aa3; terminal quinol oxidase; terminal quinol:oxygen oxidoreductase; caldariella quinol:dioxygen oxidoreductase; cytochrome aa3-type oxidase; caldariellaquinol:O2 oxidoreductase (H+-transporting)
